sentence,claim_ground_truth,claim_prediction
" Tout d’abord, que la politique n’est pas seulement une politique institutionnelle, qu’il y a une société civile, des groupes sociaux qui sont organisés et qui est important de dire a de très beaux moments, mais aussi des moments difficiles, des moments où le mouvement a des différences, des moments de fatigue, des moments de larmes la nuit parce qu’il semble que les choses ne vont pas être réalisées.",0,0
 Por eso dice que aquí que la ultraderecha no hay que ya le votan a él todos los de la ultraderecha.,0,0
 I like this guy on the planet of the apes.,0,0
 Being responsible for what happens in Spain.,0,0
" Ce qui compte pour moi, c’est l’important.",0,0
" But it is also a bit silly, because everyone with a little extra effort can watch over and to try to reduce consumption and certainly to manage it better.",0,0
" Et nous avons des tâches historiques et de pays qui ont à voir avec la reinderrisation, qui, par exemple, va au-delà de deux trois, quatre ans.",0,0
 They've been hit by the lottery by talking all the time about the king emeritus.,0,0
 C’est ce qu’on dit.,0,0
" Ana Pastor, Ana Pastor Julián.",0,0
" La gente no es idiota y lo ve, pero eso inaugura una manera de gobernar que se fundamenta en el acuerdo, no en la voluntad de un líder, sino en dos fuerzas políticas que cada uno con su peso, tiran para diferentes lugares y al final se ponen de acuerdo.",0,0
" Il s’agit d’une instruction qui met à jour la priorité de l’instruction 9 de 2018, qui a placé l’ancien secrétaire d’État à la sécurité en relation avec le plan spécial en dehors du champ de Gibraltar.",0,0
 It is the line of political action and measures where the Government of Spain has to work instead of being crossed.,0,0
 Pues muchas gracias.,0,0
 Et il est vrai que les passagers à leur arrivée sont surpris qu’il n’y ait eu aucun contrôle sur ce genre de primaire.,0,0
 Y por cierto se me había olvidado aqueles de Vizcaya.,0,0
" Por tanto, nosotros lo que vamos a primar es el diálogo social sobre cualquier otra consideración.",0,0
 The government has one.,0,0
 J’ai eu l’occasion de parler au président Torr il y a quelques jours au téléphone.,0,0
 El vicepresidente Iglesias señala a medios y Pedro Sánchez calla.,0,0
 No están de acuerdo con las condiciones.,0,0
" Well, there's the far right.",0,0
 M. Sanchez a fait appel à un rapport des avocats de l’État pour dire que ce n’était pas nécessaire.,0,0
" Ce matin, j’ai lu quelques informations qui pointaient vers les coalitions provinciales seulement Lleida et à Gérone.",1,0
 Qué va a suponer ministro?,0,0
" C’est, bien sûr, ce que le gouvernement a mis en valeur.",0,0
 Nous demandons la clarté au gouvernement et s’il est clair que la défense de la justice sociale et de la transition écologique peut compter sur nous.,0,0
" Il y a 20 ans, c’était Carlos Iturgaiz avec lequel tu pleurais de tes mains blanches.",0,0
" Por lo tanto se apruebe lo que se apruebe es completamente inútil, es completamente ficticio e improductivo.",0,0
 Il a finalement trouvé une sorte de formule par la réforme de la loi générale sur la santé.,0,1
 Talking about the General State Budgets when a draft is not even submitted is frankly difficult.,0,0
" Los centrales, cuando alcancemos los acuerdos y cuando nos pongamos encima de la mesa.",0,0
 On ne peut pas avoir une autre cible maintenant.,0,0
" Déjeme que vuelva la labor de posesión del Partido Popular y damos por descartado, señor Montesinos.",0,0
 We are working very closely and therefore validated the measures that have been taken because it is also part of the decisions.,0,0
" As in the Canary Islands, as in the Balearic Islands, just like in the Catalan community, just like in Valencia or in any other territory that depends on international tourism.",1,1
" Nous ne voulons pas les Espagnols inégaux, nous ne voulons pas les Espagnols inégaux où ils sont nés et je pense que la plupart des Espagnols le comprennent et n’osent que le proposer Vox.",0,0
 We always think we make the decisions always thinking about the general interest of the Spaniards.,0,0
" Si c’est le cas, je dirais protagoniste absolu de nos vies altérées.",0,0
" Eh bien, je pense qu’une fois que nous aurons reçu le vaccin, nous allons revenir à la normale en ce qui concerne le flux de touristes que l’Espagne recevait.",0,0
 Por qué no se puso en marcha antes el estado de alarma y el confinamiento?,0,0
 Tu crois qu’il y a de quoi enquêter ?,0,0
" Lo glaber, sin duda.",0,0
" Pero insisto esto no es un tema de mi competencia y no quiero meterme en cuestiones que ya digo, son de María Jesús Montero.",0,0
" Bueno, pues sobre Valencia estamos en el trece coma tres por debajo y Bélgica lo ha aplicado así",1,1
 Cela permet la démocratie.,0,0
" The debate arises in the terms of one knowing the degree of response to an unknown virus, much more than we know it now.",0,0
" If someone disagrees with the operation that The Royal House has carried out within the coalition government, they should be consistent and resign.",0,0
" Secondly, with regard to the General Council of the Judiciary, you know that, however, regulation lies with the Organic Law of the Judiciary and the Organic Law can be changed.",0,0
 That is the influence we are proposing for the Basque Country in these elections and let me already talk about Brussels to make a reference to what happened yesterday.,0,0
 It is also striking that it is the regret that it also incorporates that decision that the judges that the judgment of 1 October must be permanently reinterpreted.,0,0
 Sus grandes palancas.,0,0
" In connection with this case, I appeal to your status as an expert as a state attorney.",0,0
" Messieurs, vous avez répété une question.",0,0
" En effet, les données sont inquiétantes.",0,0
" Il est essentiel que les budgets généraux de l’État mettent au centre ce que les soins ont dit, la dépendance bien sûr, mais aussi par exemple les écoles pour enfants de 0 à 3 ans et tout ce que nous avons appelé le Plan d’État de soins pour lui donner l’importance de ne pas les retirer de l’invisibilité de les sortir des foyers, bien que bien sûr dans les foyers aussi les soins doivent être distribués et compte tenu du financement dont ils ont besoin.",0,0
 Curadoras.,0,0
 Le hemos visto firmar que se deroga.,0,0
 Mais je pense que la situation est certainement sous contrôle en ce moment.,0,0
" No podemos salir con un sistema de salud pública más debilitado del que teníamos, ya debilitado como consecuencia de las políticas de austeridad perdidos por ahí, varias.",0,0
 On ne peut pas tomber dans les insultes.,0,0
" O sea, ellos quieren justicia propia para actuar impunemente sin que haya consecuencias.",0,0
" Nous demandons d’abord que l’exceptionnel Artex soit payé et qu’ils soient étendus principalement dans les secteurs qui sont très touchés par l’accueil touristique, certaines industries fermées jusqu’à la fin de l’année, pas avant septembre avant la fin de l’année.",0,0
" La titular de Exteriores, que ayer se reunió con Fabian Picardo y el Partido Popular pide su comparecencia en el Congreso para saber que se abordó en ese encuentro bilateral en el Peñón el primero de ministro de Exteriores español en once años.",0,0
 L’exécutif lui a conseillé de faire appel.,0,0
 Es una buena noticia.,0,0
 The screws are communicating many cases from the last 14 days by date.,0,0
" Parce que ceux qui osent voter pour le parti votent maintenant pour dire que les travailleurs de la santé doivent être privatisés ou que les agents de santé, qu’ils soient infirmiers ou nettoyeurs, travaillent dans des conditions précaires.",0,0
" A Pablo Iglesias y a su jefe y socio, Pedro Sánchez que lo inquietante y perturbador en España no es la monarquía.",0,0
" Creo que hay que ser prudente, pero yo creo que la candidatura de Nadia Calviño es una candidatura extremadamente sólida.",0,0
" Aujourd’hui, je viens à Ourense pour bien parler de la Galice et pour bien parler de Feijo, ce que je fais depuis deux ans, chaque mois.",0,0
" Quand il y a une situation comme celle dans laquelle nous vivons comme celle qui a été vécue avant tout, l’important est d’avoir un sens de l’État.",0,0
" Yes, from what we are hearing from some institutional leaders, I think there are some population groups that have relaxed too quickly.",0,0
" Y claro que hay que tener discusiones y que hay que representar intereses distintos para finalmente poder llegar a acuerdos, que nunca es todo lo que nos gustaría.",0,0
" Il ne voulait pas donner au gouvernement avec ça, disons une vraie messe.",0,0
" Parece que a sabiendas, conociendo que no eran hechos verdaderos que no eran hechos reales, acuña esa terminología de las cloacas del Estado en un supuesto en un caso en el que no parece que ningún tipo de corrupción policial tuviera nada que ver con el robo de esa tarjeta de memoria.",0,0
" Bien sûr, avec le contenu de ce que vous dites, vous savez quelque chose pour moi aussi très pertinent, qui est de faire des propositions et c’est ce que le Parti populaire fait.",0,0
 Tout le monde a le plus de droit pour le pays.,0,0
 That is the condition that is imposed on countries and it is a condition that Spain is perfectly in a position to accept.,0,0
" Qué tal, Pedro?",0,0
 L’Espagne est le deuxième pays de l’Union européenne où les cas de coronavirus augmentent le plus.,1,1
 Comisión Esto decir que mañana nos incorporamos a la constitución de la.,0,0
" No se es más vasco, no se es vasco por ser nacionalista.",0,0
", one try I also think that there is a right of Spain that is very eager that we do not talk about certain issues and certain issues, such as the need to make social policies and to face difficult economic situation, because in that they have the social debate lost and that they are trying to talk about any other issue and generate frictions between the government , when we are also recognizing, as we have said many times, that there are issues such as in the monarchy in which we differ, not in government.",0,0
 No podemos entenderlo.,0,0
 Since it came before the kbit and that was something we said.,0,0
" We are always asking for it, but frankly we do not think this is the priority right now if other groups raise it.",0,0
" En ce qui concerne les modèles déployés dans le champ de Gibraltar tout au long de la période, nous avons maintenu le niveau d’occupation du catalogue de postes en moyenne supérieur de plus de 4 points de pourcentage à la moyenne nationale, c’est-à-dire que la moyenne nationale est proche de 86 87 pour cent, puisque dans le Campo de Gibraltar, la main-d’œuvre a été occupée par plus de 90 pour cent.",1,1
" When I've put the virus, no, it doesn't ask any family which school it takes their children to if austerity and contingency plans have to be exactly the same at a publicly owned school or a publicly funded school, even if ownership is not public.",0,0
 I would like to take this advantage to say that in the Balearic Islands the chief prosecutor of the Balearic Islands has instructed the State Security Forces and Bodies to proceed directly to the vacancy of these homes and to the return of possession to their rightful owners.,0,0
" 1 de marzo antes del 13 que es cuando empezó el estado de alarma, se planteaba con relación precisamente a los beneficios necesarios del cambio climático en contra del sector del automóvil.",0,0
" Eh bien, c’est tout.",0,0
" No sería cuanto menos deseable, sino exigible directamente más transparencia por parte de todos los actores implicados en esta decisión.",0,0
 Mr. Matthias Almeyda.,0,0
" Ahora bien, está claro que la discusión y la negociación sobre el fondo de recuperación, pues va a ser muy difícil y muy intensa.",0,0
" La compétitivité, je le souligne, qui est essentielle pour que nous sortions de cette crise, de cette récession.",0,0
" Je dois dire qu’au cours de ces longues semaines d’état d’alarme, nous avons eu une coopération si étroite et efficace avec les communautés autonomes que je crois que nous avons préparé et graissé les machines de sorte que les reouts que nous voyons maintenant dans certains endroits peuvent être effectivement répondu, comme le font les systèmes de santé liés aux communautés autonomes.",0,0
" Pues muchísimas gracias ministra, tenemos 40 minutos y muchísimos asuntos, la verdad es que le ha dado un repaso muy intenso y muy preciso a los grandes desafíos que tiene el mundo y vamos a intentar hablar de algunos de ellos.",0,0
" Parce qu’il ya des choses qui changent, même si certains résistent et parce que ce qui ne semble rien impossible.",0,0
 Ou n’est-ce pas avec nous?,0,0
 Pero cómo es posible esto?,0,0
" Bueno a mi me gustaría saber básicamente si su partido tomará medidas respecto a la situación actual de Santa Cruz de Tenerife, después de que este mismo lunes hace prácticamente una hora, se presentara la moción de censura entre Coalición Canaria Partido Popular y la concejala de Ciudadanos, Eveling Alonso.",0,0
 Mais nous devrons exiger le même bâton de mesure.,0,0
" Good morning, a pleasure as always.",0,0
 Ces fêtes deviennent nerveuses.,0,0
. Excepción hecha en los motoristas,0,0
" Par conséquent, cela est absolument fondamental pour nous et nous continuerons à le réclamer dans un instant.",0,0
" Répondez, mais répondez vraiment, ne descendez pas la tangente comme vous le faites en permanence comme vous le faites chaque fois que les journalistes, collègues journalistes, demandez votre vice-président.",0,0
 Muchas gracias Alcalde y felicidades.,0,0
" And that's what, what was moved that he thinks this is the moment that those profiles that we represent have to be accurate.",0,0
 Ellos pidieron una reunión para la Conferencia Episcopal.,0,0
" La diferencia es fundamental, porque si el ahorro obligado de alguna de algún modo se compensaría con.",0,0
 How many people haven't charged yet?,0,0
 Es el momento del sentido de Estado.,0,0
 No yo no. Yo no voy a entrar en detalles o hablo con carácter general.,0,0
 I believe that the one who has to appear is the Royal Household and has the Palace of Zarzuela to appear.,0,0
 Le pedimos al Gobierno de España que deje de estar con los brazos cruzados.,0,0
" Je vais vous répondre par deux, deux questions.",0,0
 She's one of three candidates.,0,0
 Et nous l’avons fait grâce à la coopération espagnole en mobilisant notre troisième secteur en mobilisant les Oenegés dans un effort commun avec l’Europe.,0,0
" Du point de vue de la stabilisation de la région, l’Espagne a longtemps été le premier contributeur aux missions de l’Union européenne et aussi le premier de la mission de formation du Mali.",1,0
" Very important and we have seen it in the Kobi to be able to adapt also to Multicanal, to that tourist that through a different online channel we can attract.",0,0
 Je crois que nous devons examiner un certain nombre d’aspects.,0,0
" Dans ces documents, dans cette feuille de route, il s’agit d’une proposition non juridique dans cette feuille de route, parce que je suis satisfait.",0,0
" And those funds that are coming or that invitation for us to start working for the future, it speaks to us.",0,0
" Y hoy ese castigo del Gobierno por su incapacidad está poniendo sobre, sobre, en duda el negocio de muchísima gente que simplemente muchas veces son autónomos.",0,0
" Quizás sea más difícil llegar a acuerdos sobre materia laboral donde ellos tienen un modelo que a nuestro juicio, es perjudicial para la clase trabajadora.",0,0
 Menuda pitada.,0,0
" Mainly that, and besides that we will always defend the general interest with the best team, with managers, with people who are in the institutions demonstrating that it can be done better and also involving part of civil society in our project.",0,0
" Yo entiendo que el Gobierno tiene la obligación de dar un mensaje de confianza, pero la realidad es otra.",0,0
" And well, I keep a word that you have both used throughout your presentation which is the word responsibility.",0,0
 12 de julio.,0,0
". Et à Mme Ana Prieto, je tiens à remercier la chaleur de la vôtre, la mienne dans ce cas",0,0
" En tercer lugar, el período de ejecución del mismo.",0,0
" Es el mundo del emprendimiento, que es el mundo de la creación de empresas.",0,0
" Well, we have already said with Cepyme, as CEOE too and through our territorials, the issue of depopulation is an issue of concern and of great concern.",0,0
" Pero como decíamos, estas cosas pasan y yo de todas formas.",0,0
 Je vais vous présenter de très bien de Cuba.,0,0
 Nous sommes également dans les mécanismes parce que je dis-le’est une approche large.,0,0
" Esto es algo que ya está en marcha, como una preparación ante posibles rebrotes, como por ejemplo toda la discusión que estamos teniendo sobre cómo abrir y cerrar fronteras, como cómo, cómo prepararnos a aislar aquellos lugares en los que la pandemia golpea de nuevo en estas.",0,0
" This is bad per se, it is bad and socializes the impact of that loss of value of natural capital, but it is also bad from the point of view of what confidence we generate and who is willing to help us.",0,0
 Tenemos también datos de que hay comunidades autónomas en las que el P.I.B.,0,0
 The best recipe for children is that they can embrace trees and enjoy nature and the sea.,0,0
 Combien de travail avez-vous ces jours-ci ?,0,0
 It is an interesting debate from a doctrinal point of view and we have read these days highly authorized people talking about it.,0,0
" Par conséquent, pour leur part, il n’y a pas eu de manque de soutien, ce qu’ils nous ont refusé.",0,0
 Va a afectar el acuerdo alcanzado en Europa la legislación laboral en España?,0,0
" Mais cela dit, nous sommes là où nous sommes et nous avons été en mesure de faire face au coronavirus par un exercice d’auto-responsabilité, de responsabilité de solidarité les uns avec les autres dans la société dans son ensemble, parce que personne ne s’attendait à ce que cela se produise.",0,0
 Attendons un peu.,0,0
" Well, let's see what document they present and we'll take an opinion on it.",0,0
 This afternoon the kings of Spain will preside over a funeral in memory of the 40000 victims by the Kobi 19 by the coronavirus for this terrible pandemic.,1,0
" I would like to know your opinion and, on the other hand, also that the matter of Poland and Hungary, with Norval illegal at the helm if it seems to me, I think it has been a good initiative that the matter is finally wanted.",0,0
" But we've talked about healing, you know one thing.",0,0
 Vous dites que le ministre a mentionné certaines des campagnes qui débuteront très bientôt ou d’autres d’ici une semaine.,0,0
" Pour régler cette question, j’ai été frappé par M. Garzón, qui a dit hier que le porte-parole du ministre dans ces micros rétablit quelque peu les paroles de Pablo Iglesias d’une manière ou d’une autre, en veillant à ce qu’elle les ait prononcées dans une école d’été et qu’une école d’été ne soit pas le Congrès.",0,0
 Eso hay que mejorarlo porque el Partido Popular lo pone como línea roja.,0,0
" It doesn't take stock, of course.",0,0
" La capacidad en definitiva, de dar con un instrumento para cada uno del sector empresarial que permita encontrar si es posible, una situación adecuada a su estructura.",0,0
 In that immense figure he pointed at pointed out this absolutely doped spelling.,0,0
" C’est une question, ce n’est pas à propos de ça.",0,0
 We think it's a bad government.,0,0
" C’est pourquoi j’ai eu du mal quand j’ai dit que nous pouvions utiliser cela si nous parlions de sécurité routière, avec la ceinture de sécurité et avec le casque.",0,0
 See images like this conversational?,0,0
" It is true that the two leaders of this Government, Pedro Sánchez, Pablo Iglesias, are two huge pragmatists who at heart care.",0,0
 Nos entreprises ont beaucoup d’actionnaires extérieurs qui doivent faire confiance à notre pays et nous-mêmes devons compter sur notre pays pour investir dans notre pays.,0,0
 Esto es el dictamen de la Comisión.,0,0
" It seems to me that there have been more than 80,000 workers who have returned to the activity.",0,1
 Líderes en definitiva que han demostrado.,0,0
" Estamos en ello, claro como no podría ser de otra manera.",0,0
" Yes, indeed.",0,0
" As I said, the importance of this candidacy and the positive assessment of more than 80% of the GDP of the Union's population, which is what the governments that supported the government of Spain' candidacy represents.",0,0
" 3 des único que quisieron durante todo su mandato desproteger as persoas recortando servicios públicos fundamentales, por ejemplo como dese emprego des regular o mercado laboral amalita, reforma laboral y por supuesto, desmantelar o servicios públicos.",0,0
 Prácticamente se disparan los contagios por coronavirus en España 257 en las últimas 24 horas según los datos oficiales del Ministerio de Sanidad.,1,1
 La renovación de los órganos constitucionales.,0,0
 Pourquoi ces attaques ?,0,0
" Donc, nous l’avons fait.",0,0
" But not only do we look south, we also look across the Atlantic.",0,0
 I ask that we vote prudently and in addition to the cautious vote.,0,0
" Tenemos que convivir con el virus, pero como bien señala si esto no significa que no podamos recuperar la normalidad y que los españoles y los turistas internacionales elijan viajar y elijan España hemos hecho un gran esfuerzo.",0,0
 Three weeks from now the course begins and the picture is disconcerting.,0,0
 Responsibility has to be a shared responsibility.,0,0
 Y hablar de cuidados y de política feminista.,0,0
 Dans lequel.,0,0
" When it's over, it's over whether or not there's a judicial investigation.",0,0
 And I can assure you that the Ministry of Equality and this government is going to be there.,0,0
" Gracias a todos los que habéis querido venir aquí a este cierre de campaña, incluido a los vicesecretarios.",0,0
 J’ai lu par exemple que le PSOE et le Parti populaire sont satisfaits de la création d’une réserve nationale ou d’un entrepôt national.,0,0
 Con respecto a la situación de la pandemia en nuestro país.,0,0
" Por ejemplo un Centro Nacional de epidemiología, el control y la coordinación de todos los laboratorios de microbiología tiene que poner en marcha todas las campañas de prevención de nuestro país.",0,0
 C’est quelque chose que j’ai été très clair sur.,0,0
" We are in this urgent situation at this moment without any doubt, without any doubt that assumption will in fact be that emergency situation and therefore the government should take control of the situation in the face of that nefarious management that e.",0,0
 Seguro que no va a continuar.,0,0
" Since 30 January, as WHO warned, no relevant decision was taken, no relevant decisions were taken",1,1
" These promotional advertising campaigns of the city of Madrid, therefore, are focusing on the positions of those from those countries that would respond best.",0,0
" Eh bien, il a la chance de l’avoir en charge, que même quand il y a eu une élection, il a dû être dans l’opposition.",0,0
" Thank you for the good day, we said.",0,0
" Well, I think it's important that there be elections, but to the election.",0,0
" Sin embargo, lo que estamos viendo en el presidente Sánchez es que no nos hacen ningún tipo de declaración en defensa de estas instituciones, lo cual me resulta francamente preocupante.",0,0
" And I believe, and we are moderately optimistic in the sense that we are going to recover such an important part for the final document of this committee to draw conclusions.",0,0
" Therefore this will be our spirit when it comes to sitting down to negotiate, demanding these measures demanding that the government fulfill its responsibilities that it does not let Pedro Sánchez escape this train and that Spain, after this moment and when finally happily we manage to get out of this crisis, because it is a better country be a Spain already with the structural reforms that for so many years we have come from Ciudadanos demanding and bipartisancy both the Party Popular people like the Socialist Party have been delaying delayed.",0,0
? How you see it,0,0
 I hope that tourism will increase as a minister from today on.,0,0
 E The king emeritus is available to the Spanish courts.,0,0
" So, that's what we've made.",0,0
 Gobierno No pero es que nosotros lo que utilizamos es su vara de medir y la vara de medir del presidente del del señor Sánchez.,0,0
" Madame réseau, ce plan doit être inclus dans les budgets généraux de l’Etat.",0,0
" Cette question n’est pas consacrée à d’autres choses qui donnent la priorité à l’éducation, parce que s’ils veulent relancer l’économie, c’est essentiel.",0,0
 Responsabilité individuelle et collective.,0,0
 Il est vrai que le ministre irlandais des Finances a un CURRICULUM VITAE qui n’a pas non plus.,0,1
" De même, nous n’avons pas été en mesure de gagner la volonté de certains de ceux qui avaient voté pour le Luxembourg.",0,0
 A tel point qu’on parle de féminisme.,0,0
 Nous avons envoyé une réclamation.,0,0
 Thank you for taking care of us.,0,0
 An entire ecosystem around very appetizing.,0,0
 Regardez hier sous l’arbre guernica ce que nous avons défendu avec le Parti populaire.,0,0
" Nous nous félicitons de l’accord et comprenons qu’aujourd’hui, avec cet accord sur la table, le gouvernement a la balle sur le toit.",0,0
" No permitiremos que un derecho fundamental como es el acceso a la vivienda digna, se convierta en un problema social que agrave la peor crisis que ha padecido España en los últimos 100 años.",0,0
" Let me insist on this is early detection, because outbreaks will be there.",0,0
 Parmi ceux qui veulent que nous retourions dans les tranchées de toutes sortes et ceux qui veulent que nous continuions à aller sur les places.,0,0
 Merci beaucoup rapidement.,0,0
" Por lo tanto, estamos trabajando muy bien y siendo muy proactivos en la Comisión y de hecho España.",0,0
 I believe that the necessary measures have been taken and I am aware that the necessary reinforcements have also been made to be able to have the assistance capabilities and case surveillance capabilities that we have long agreed with the autonomous communities and that already in the very phase of their escalation were indicated as very necessary to be able to detect cases early and to isolate and monitor the people who give positive Bindi said.,0,0
 It seems to us that it is being fulfilled at the moment.,0,0
" Lorsque nous parlons de commandes, cela ne relèverait plus du cadre du plan spécial du Campo de Gibraltar, mais il entrerait dans ce qui est le plan d’infrastructure.",0,0
" Il dit qu’aujourd’hui la date limite pour la demande prend fin, à l’exception d’Emecé et demande que l’Espagne a présenté, celle du ministre vous et le vôtre?",0,0
 Hasta dónde podría llegar?,0,0
 También es la falta de acuerdo.,0,0
" Et donc ce n’était pas une imposition, et encore moins m’a donné la possibilité de pouvoir dire oui pour être en mesure de dire non et même m’a donné, comme je dis qu’il m’a demandé jusqu’à ou j’y pense jusqu’à trois fois.",0,0
" Faites remarquer qu’en Catalogne vous avez deux grands actifs, deux grands actifs.",0,0
" En effet, vous avez souligné que dans le segment de notre secteur touristique le soleil et la plage a un poids très spécifique.",0,0
 EC C’est une vieille politique.,0,0
 Los agricultores no van a perder un céntimo comparado con presupuestos anteriores.,1,0
" In just 72 hours we have seen the president of the government descend in private and in public the constitutional order, in his view.",0,0
" Heureusement, chers amis, nous ne sommes pas tous les mêmes.",0,0
 Let's not give a prize to a trasfuga.,0,0
 Por esa falta de contacto físico que se había establecido entre la familia entre los amigos y las fronteras también se están levantando y no da tenemos.,0,0
 There are very interesting days.,0,0
" Una cuestión, una cuestión de prestigio que curiosamente no existe en el medio europeo.",0,0
 This has been done in Korea and has not been so complicated.,1,1
 We can't keep the unemployment figures ahead of us.,0,0
 La loi est connue plusieurs fois mieux que les propriétaires eux-mêmes.,0,0
 It does so without adding absolutely nothing more respect to court proceedings.,0,0
 I want to ask you about an issue that's been more sensitive.,0,0
" Sin embargo, hay una serie de puntos que generan desconfianza o al menos incertidumbre como ahora mismo nuestros analistas lo ponían sobre la mesa.",0,0
" Si uno necesita el dinero público español para salir adelante, se tiene que comprometer a que va a cumplir para que haya dinero público español, porque si tributa fuera no habrá recursos para rescatar a nadie más.",0,0
 Here you vote.,0,0
 We have been put forward by a number of compromise amendments.,0,0
 L’un d’eux est vice-président du Conseil des ministres et des dirigeants de Podemos dans une école d’été.,0,0
 I'm telling you this a disgrace.,0,0
" Donc, vraiment, si nous voulons agir comme une torra, nous voulons saper les fondements de nos institutions.",0,0
" Enseguida entramos en territorio pandemia, que lo ha mencionado usted y es obligado que lo hagamos parates.",0,0
" Tienen más datos, no?",0,0
" Pero hay algo claro y es que el Partido Popular siempre de poner y lo hemos hecho en otras ocasiones, pues el interés general al interés de partidos.",0,0
 Por qué sigo casado?,0,0
. But that's what's in the crosshairs of this Socialist Party and this Communist Party called Podemos,0,0
" Vous ne savez pas quelles sont les grandes entreprises de ce pays sont les grandes puissances économiques, les grandes puissances médiatiques.",0,0
" Et en ce sens, si vous vous en souvenez dans le décret royal du plan C lui-même, les lois sur la santé ont été modifiées précisément par une série de mesures qui, peut-être techniquement, à quel point l’étude du droit est fastidieuse, peut-être sont-elles passées plus inaperçues, mais qui ont néanmoins une importance énorme et sont déjà prévues dans cette loi sur les décrets royaux.",0,1
 The virus is there.,0,0
 Personne n’a expliqué pourquoi il a pris sa retraite.,0,0
 Mrs. Pastor good morning.,0,0
 That is precisely why the appearance in Congress to ask you questions like the one that has already said that if it is true or if you have received some kind of inside information from the Public Prosecutor's Office would be one of the questions that we would like to set you.,0,0
 Pueda salir o situación tan difícil.,0,0
" Que signifie la mondialisation, comme elle nous l’a dit ?",0,0
 Occupation degrades coexistence in neighboring communities.,0,0
 We're looking at it.,0,0
 Do you think it was necessary for Don Juan Carlos to leave Spain to protect the monarchy?,0,0
" Sinon, les forces qui soutiennent la moitié de la Catalogne et qui sont représentées au Congrès, qu’est-ce qu’elles fourniront comme solution pour atteindre l’épaule et rétablir l’activité économique et l’emploi dans notre pays dès que possible?",0,0
 Se integró en una estrategia del Gobierno de la Nación diseñada para impulsar la dinamización socioeconómica de esta zona.,0,0
" Wisely, but also with confidence.",0,0
 Accédez à tous les programmes sur RD Web.,0,0
 Me gustaría conocer su opinión sobre ambos temas.,0,0
" And see, let's see if indeed, at least the Canary Islands and the Balearic Islands that have low incidence rates, can already remove those quarantines.",0,0
 Il n’y a rien sur la réforme du travail dans la conditionnalité qui nous marque Bruxelles,1,1
" Spread a little, what's important to say?",0,0
 Eso es incomprensible.,0,0
 Ce sont des lois irréversibles,1,1
" But everyone is clear in the Basque Country, regardless of what they vote for.",0,0
" Que os hagáis, no?",0,0
 Il n’a pas peur des coalitions ou des alliances électorales.,0,0
 Creemos que ahí hay un poco de dificultad a la hora de poder seguir trabajando.,0,0
" No, because there's nothing, huh?",0,0
" Eh bien, non, l’Espagne a été plus touchée que n’importe quel autre pays de l’ensemble de l’OCDE qui est dit bientôt.",0,0
 Je crois que je lui disais.,0,0
" We can routinely, continuously and lift that necessary prevention or that behavior to avoid and take further action in that relevant sense to transmit it.",0,0
 Es la política útil de ciudadanos.,0,0
" I tell you that I do not know the possible veracity of that information and what I know is only what they refer to, as some means refer.",0,0
" Chers collègues, nous pouvons tirer de nombreuses leçons de cette crise.",0,0
 Thanks to you.,0,0
" We need to change things at the political level, I say, in the event of new negotiations new contacts that need to be addressed, say change, or the situation of the King is coming or new developments are happening at the judicial level.",0,0
 Une chose aussi évidente que cela n’a pas été en mesure de l’expliquer.,0,0
 La femme SEPE me dit que je dois prendre rendez-vous dans mon bureau.,0,0
" Today among young job seekers we have up to 30 percent and yet, if they have mid-grade VET, let alone higher FP, that percentage is reduced four times, goes to a seven-and-a-half percent.",1,1
 Es algo de lo que hablamos en marzo del año pasado.,0,0
 And it seems to me that also with a tradition in this field that despite the stop that occurred for a few years is recoverable.,0,0
 Ask for accountability.,0,0
" J’insiste sur le fait qu’en fin de compte, nous voyons beaucoup de regrowns que sans ce cadre juridique peut conduire à des problèmes.",0,0
" Es decir, un órgano potente, con más personal y con más recursos para ser un verdadero gestor de la salud pública.",0,0
" And there will be Citizens watching that these public accounts are sensible are moderate, provide solutions and every euro cent is dedicated to being able to pull this country out of the social and economic crisis.",0,0
" Dans cette situation, le Parti populaire est toujours là, indécis et certains le critiquent plusieurs fois qu’il est trop loin au centre, qui va trop loin vers la droite.",0,0
" Regarde ce qu’on va découvrir, ce qu’on fait.",0,0
 It means that in Spain we will have to do our homework for the Spaniards.,0,0
 A partir d’aujourd’hui jusqu’à ce qu’ils soient accompagnés pour accompagner.,0,0
 La conciliación en España se basa fundamentalmente en dos pilares.,0,0
 Qu’est-ce que vos compatriotes vous disent ?,0,0
" And if we don't, the responsibility will be for all of us.",0,0
" At that time 80 per cent are already in business and there has been a double effect today the protection of companies, but especially and that is not said, employment protection.",1,1
" And I am confident that Colombia's justice will not be pressured by these enemies of Alvaro Uribe, who have been trying to make unfoundeds about his person for two decades now.",0,0
" El Gobierno tiene la orientación política que se tiene para dar una respuesta a la crisis, un sálvese quien pueda en mayúsculas.",0,0
 Où réside le personnel?,0,0
" Bueno, es que no estamos hablando de una mera sospecha, digamos especulativa.",0,0
" Pero, pero pero, pero evidentemente no opinaré al respecto hasta que se concluya esa investigación.",0,0
" Le voy a pedir, señora Gamarra, discúlpeme, le voy a pedir un inútil porque está en este momento compareciendo el presidente Quim Torra así.",0,0
 2.,0,0
